"";"Gender";"Ever_Married";"Age";"Graduated";"Profession";"Work_Experience";"Spending_Score";"Family_Size";"Var_1";"Segmentation"
"399";"Male";"Yes";29;"No";"Executive";1;"Average";3;"Cat_6";"D"
"400";"Female";"Yes";68;"Yes";"Artist";1;"High";2;"Cat_6";"C"
"401";"Female";"No";25;"No";"Engineer";1;"Low";1;"Cat_4";"D"
"403";"Female";"Yes";48;"Yes";"Doctor";0;"Low";2;"Cat_6";"C"
"404";"Female";"Yes";51;"Yes";"Doctor";1;"Average";3;"Cat_1";"C"
"405";"Female";"Yes";40;"Yes";"Engineer";1;"High";5;"Cat_2";"B"
"406";"Male";"Yes";47;"Yes";"Artist";0;"Average";6;"Cat_7";"B"
"408";"Male";"Yes";35;"Yes";"Executive";1;"Average";4;"Cat_6";"C"
"409";"Female";"No";19;"No";"Healthcare";2;"Low";3;"Cat_6";"D"
"411";"Male";"Yes";46;"Yes";"Entertainment";0;"Average";3;"Cat_4";"B"
"412";"Male";"Yes";86;"Yes";"Lawyer";0;"Low";1;"Cat_6";"B"
"413";"Male";"Yes";66;"Yes";"Artist";0;"High";2;"Cat_6";"B"
"414";"Male";"No";42;"No";"Marketing";1;"Low";5;"Cat_4";"D"
"415";"Female";"Yes";73;"Yes";"Lawyer";1;"High";2;"Cat_6";"B"
"416";"Male";"Yes";72;"No";"Engineer";1;"Low";1;"Cat_6";"A"
"417";"Male";"Yes";53;"Yes";"Artist";0;"Low";3;"Cat_6";"B"
"418";"Female";"Yes";39;"Yes";"Artist";8;"Average";2;"Cat_6";"C"
"419";"Female";"No";27;"No";"Homemaker";9;"Low";1;"Cat_6";"D"
"421";"Female";"No";23;"No";"Healthcare";1;"Low";3;"Cat_4";"D"
"422";"Female";"No";30;"Yes";"Entertainment";0;"Low";4;"Cat_6";"B"
"423";"Female";"Yes";39;"Yes";"Artist";5;"Average";2;"Cat_6";"C"
"424";"Male";"Yes";26;"Yes";"Artist";1;"Average";3;"Cat_6";"B"
"425";"Female";"Yes";50;"Yes";"Entertainment";7;"Low";3;"Cat_6";"A"
"426";"Female";"Yes";45;"Yes";"Artist";1;"Average";2;"Cat_6";"C"
"427";"Female";"No";62;"No";"Entertainment";2;"Low";1;"Cat_6";"A"
"428";"Female";"No";27;"Yes";"Doctor";1;"Low";3;"Cat_6";"A"
"430";"Female";"Yes";30;"No";"Engineer";1;"Average";7;"Cat_4";"A"
"431";"Male";"No";32;"No";"Healthcare";7;"Low";4;"Cat_3";"A"
"433";"Male";"No";47;"No";"Artist";3;"Low";3;"Cat_5";"B"
"434";"Female";"No";32;"Yes";"Artist";4;"Low";4;"Cat_2";"A"
"435";"Female";"Yes";32;"No";"Engineer";5;"Low";3;"Cat_1";"A"
"436";"Male";"Yes";67;"Yes";"Doctor";1;"Average";4;"Cat_6";"B"
"437";"Female";"Yes";77;"Yes";"Lawyer";0;"High";2;"Cat_6";"C"
"439";"Male";"No";31;"No";"Entertainment";1;"Low";1;"Cat_4";"A"
"440";"Male";"Yes";42;"Yes";"Artist";0;"Low";3;"Cat_4";"A"
"442";"Male";"Yes";50;"Yes";"Artist";1;"Average";4;"Cat_2";"C"
"443";"Male";"Yes";71;"Yes";"Artist";0;"Average";5;"Cat_6";"C"
"444";"Female";"Yes";72;"No";"Lawyer";1;"Low";3;"Cat_6";"A"
"446";"Male";"Yes";45;"Yes";"Artist";9;"Average";2;"Cat_6";"C"
"447";"Female";"No";40;"No";"Engineer";9;"Low";5;"Cat_4";"A"
"448";"Female";"No";36;"Yes";"Engineer";4;"Low";1;"Cat_6";"A"
"450";"Male";"No";30;"No";"Healthcare";4;"Low";4;"Cat_6";"D"
"451";"Female";"No";29;"Yes";"Healthcare";2;"Low";4;"Cat_4";"B"
"452";"Male";"No";28;"Yes";"Engineer";0;"Low";5;"Cat_4";"D"
"455";"Female";"Yes";40;"Yes";"Artist";1;"Average";2;"Cat_6";"C"
"456";"Female";"Yes";52;"Yes";"Artist";14;"Average";2;"Cat_6";"C"
"458";"Male";"No";26;"No";"Artist";6;"Low";6;"Cat_5";"D"
"459";"Female";"No";55;"Yes";"Marketing";3;"Low";1;"Cat_6";"B"
"460";"Female";"No";20;"No";"Doctor";4;"Low";4;"Cat_6";"D"
"461";"Female";"Yes";87;"Yes";"Lawyer";0;"High";2;"Cat_6";"C"
"462";"Male";"No";28;"No";"Healthcare";0;"Low";2;"Cat_4";"A"
"463";"Male";"No";38;"No";"Artist";2;"Low";2;"Cat_3";"A"
"464";"Male";"Yes";42;"No";"Entertainment";1;"Low";2;"Cat_4";"B"
"465";"Male";"Yes";42;"No";"Marketing";0;"High";6;"Cat_4";"A"
"466";"Female";"No";29;"No";"Engineer";1;"Low";4;"Cat_6";"D"
"467";"Male";"No";32;"Yes";"Doctor";0;"Low";4;"Cat_6";"A"
"469";"Female";"Yes";59;"No";"Artist";1;"High";2;"Cat_6";"C"
"470";"Male";"No";22;"No";"Healthcare";0;"Low";2;"Cat_3";"D"
"472";"Female";"Yes";78;"Yes";"Artist";1;"High";2;"Cat_6";"C"
"473";"Female";"No";32;"Yes";"Healthcare";0;"Low";3;"Cat_4";"A"
"474";"Male";"Yes";37;"Yes";"Artist";0;"Average";4;"Cat_7";"C"
"475";"Male";"Yes";37;"Yes";"Healthcare";1;"High";4;"Cat_6";"B"
"477";"Male";"Yes";47;"No";"Artist";0;"High";4;"Cat_6";"B"
"478";"Female";"Yes";68;"Yes";"Lawyer";0;"High";2;"Cat_6";"A"
"479";"Male";"No";30;"Yes";"Healthcare";3;"Low";5;"Cat_1";"C"
"480";"Female";"Yes";48;"Yes";"Entertainment";2;"Low";1;"Cat_1";"A"
"481";"Female";"No";43;"Yes";"Artist";6;"Low";1;"Cat_6";"C"
"482";"Male";"Yes";33;"Yes";"Healthcare";9;"Low";2;"Cat_6";"D"
"483";"Male";"Yes";31;"No";"Healthcare";0;"Average";5;"Cat_4";"D"
"484";"Male";"Yes";32;"Yes";"Healthcare";1;"Low";2;"Cat_6";"D"
"485";"Female";"No";21;"No";"Healthcare";1;"Low";4;"Cat_2";"D"
"486";"Female";"No";29;"No";"Homemaker";2;"Low";4;"Cat_3";"D"
"487";"Female";"Yes";35;"Yes";"Artist";1;"Low";2;"Cat_4";"A"
"488";"Male";"Yes";46;"No";"Artist";0;"Low";3;"Cat_4";"A"
"489";"Female";"Yes";38;"Yes";"Artist";9;"High";2;"Cat_2";"B"
"490";"Female";"No";32;"Yes";"Healthcare";1;"Low";3;"Cat_6";"C"
"491";"Female";"No";28;"Yes";"Artist";3;"Low";7;"Cat_2";"A"
"492";"Female";"Yes";68;"Yes";"Lawyer";3;"Low";1;"Cat_6";"A"
"493";"Female";"Yes";45;"Yes";"Artist";4;"Low";1;"Cat_6";"C"
"494";"Male";"Yes";58;"Yes";"Artist";0;"Average";3;"Cat_7";"C"
"495";"Male";"No";28;"No";"Entertainment";1;"Low";2;"Cat_7";"A"
"496";"Female";"No";32;"No";"Healthcare";12;"Low";3;"Cat_6";"A"
"497";"Male";"No";30;"Yes";"Doctor";1;"Low";1;"Cat_3";"B"
"498";"Female";"Yes";42;"No";"Homemaker";3;"Average";4;"Cat_6";"D"
"501";"Female";"No";18;"No";"Healthcare";6;"Low";4;"Cat_7";"D"
"502";"Female";"Yes";29;"Yes";"Healthcare";8;"Low";3;"Cat_3";"D"
"503";"Female";"No";33;"Yes";"Healthcare";0;"Low";3;"Cat_6";"A"
"505";"Female";"Yes";57;"Yes";"Doctor";1;"Low";2;"Cat_7";"A"
"506";"Male";"Yes";36;"Yes";"Executive";1;"Low";3;"Cat_6";"D"
"507";"Male";"Yes";57;"Yes";"Executive";1;"High";3;"Cat_6";"C"
"508";"Male";"No";18;"No";"Healthcare";1;"Low";2;"Cat_6";"D"
"510";"Male";"Yes";52;"Yes";"Artist";1;"Average";6;"Cat_6";"C"
"512";"Female";"Yes";37;"Yes";"Entertainment";0;"Average";2;"Cat_1";"B"
"513";"Male";"No";36;"Yes";"Marketing";0;"Low";1;"Cat_6";"A"
"514";"Female";"No";29;"Yes";"Healthcare";9;"Low";3;"Cat_4";"A"
"515";"Male";"Yes";45;"Yes";"Artist";1;"Average";4;"Cat_3";"C"
"516";"Male";"No";61;"Yes";"Artist";0;"Low";1;"Cat_6";"B"
"517";"Male";"Yes";52;"Yes";"Entertainment";1;"Average";4;"Cat_6";"A"
"518";"Female";"Yes";49;"Yes";"Homemaker";14;"Low";1;"Cat_6";"A"
"520";"Female";"No";31;"No";"Healthcare";1;"Low";5;"Cat_4";"C"
"521";"Male";"Yes";42;"No";"Entertainment";1;"Low";3;"Cat_4";"A"
"522";"Male";"Yes";51;"Yes";"Engineer";1;"Average";5;"Cat_6";"C"
"523";"Female";"No";42;"Yes";"Healthcare";8;"Low";1;"Cat_7";"D"
"524";"Male";"No";29;"Yes";"Doctor";1;"Low";4;"Cat_6";"C"
"525";"Female";"No";33;"Yes";"Healthcare";8;"Low";1;"Cat_4";"A"
"527";"Female";"No";21;"No";"Healthcare";0;"Low";4;"Cat_2";"D"
"528";"Male";"Yes";35;"No";"Artist";9;"Average";3;"Cat_6";"B"
"529";"Female";"No";42;"Yes";"Doctor";0;"Low";1;"Cat_6";"A"
"530";"Female";"No";41;"Yes";"Artist";2;"Low";1;"Cat_6";"C"
"531";"Male";"No";39;"Yes";"Artist";0;"Low";3;"Cat_6";"B"
"532";"Female";"No";28;"No";"Doctor";14;"Low";1;"Cat_6";"A"
"534";"Female";"Yes";61;"Yes";"Doctor";1;"Average";2;"Cat_6";"B"
"535";"Male";"Yes";62;"Yes";"Artist";0;"Average";4;"Cat_6";"C"
"536";"Male";"Yes";65;"Yes";"Entertainment";1;"Average";2;"Cat_6";"C"
"537";"Male";"Yes";45;"Yes";"Doctor";1;"Average";2;"Cat_3";"A"
"538";"Female";"Yes";26;"Yes";"Engineer";9;"Low";2;"Cat_6";"B"
"539";"Female";"No";25;"Yes";"Artist";4;"Low";5;"Cat_6";"C"
"540";"Female";"Yes";45;"Yes";"Artist";1;"Average";4;"Cat_7";"C"
"541";"Male";"Yes";43;"No";"Executive";0;"High";4;"Cat_6";"B"
"542";"Male";"Yes";49;"Yes";"Executive";1;"High";3;"Cat_6";"C"
"543";"Male";"Yes";55;"Yes";"Artist";1;"Average";2;"Cat_6";"C"
"544";"Female";"No";37;"Yes";"Artist";3;"Low";1;"Cat_6";"B"
"545";"Male";"Yes";65;"Yes";"Entertainment";1;"High";2;"Cat_6";"C"
"547";"Female";"No";39;"No";"Engineer";0;"Low";3;"Cat_4";"A"
"548";"Female";"Yes";40;"Yes";"Artist";2;"Average";2;"Cat_6";"C"
"549";"Male";"Yes";72;"Yes";"Entertainment";1;"Average";3;"Cat_6";"C"
"550";"Female";"No";38;"No";"Homemaker";5;"Low";1;"Cat_2";"B"
"551";"Male";"No";26;"No";"Marketing";0;"Low";5;"Cat_6";"D"
"552";"Male";"No";30;"Yes";"Doctor";1;"Low";3;"Cat_4";"D"
"554";"Male";"No";57;"Yes";"Marketing";1;"Low";4;"Cat_7";"A"
"555";"Female";"No";31;"Yes";"Healthcare";1;"Low";1;"Cat_6";"D"
"556";"Male";"No";39;"Yes";"Artist";0;"Low";1;"Cat_6";"A"
"557";"Female";"No";30;"No";"Engineer";0;"Low";4;"Cat_4";"A"
"558";"Female";"Yes";43;"No";"Artist";0;"Average";3;"Cat_4";"A"
"559";"Male";"No";27;"Yes";"Healthcare";8;"Low";1;"Cat_3";"C"
"560";"Female";"Yes";46;"No";"Artist";0;"Average";4;"Cat_3";"C"
"561";"Male";"Yes";43;"No";"Artist";1;"Low";2;"Cat_6";"B"
"563";"Male";"Yes";28;"No";"Entertainment";8;"Average";4;"Cat_7";"D"
"564";"Male";"No";43;"Yes";"Entertainment";9;"Low";1;"Cat_6";"D"
"566";"Female";"No";28;"Yes";"Healthcare";1;"Low";3;"Cat_6";"D"
"569";"Male";"No";58;"No";"Healthcare";4;"Low";2;"Cat_6";"D"
"570";"Female";"No";38;"Yes";"Engineer";8;"Low";4;"Cat_6";"A"
"571";"Female";"No";31;"Yes";"Artist";1;"Low";4;"Cat_6";"D"
"572";"Male";"Yes";32;"No";"Executive";4;"Average";5;"Cat_4";"D"
"573";"Male";"Yes";45;"Yes";"Artist";4;"Average";4;"Cat_6";"C"
"574";"Male";"Yes";66;"Yes";"Artist";1;"Low";3;"Cat_6";"A"
"575";"Female";"Yes";51;"Yes";"Artist";1;"Average";3;"Cat_6";"C"
"578";"Male";"Yes";46;"Yes";"Artist";11;"Average";5;"Cat_6";"C"
"579";"Male";"No";20;"No";"Healthcare";1;"Low";6;"Cat_4";"D"
"580";"Female";"Yes";84;"No";"Lawyer";1;"High";2;"Cat_6";"C"
"583";"Male";"Yes";57;"Yes";"Entertainment";8;"Average";5;"Cat_2";"A"
"584";"Female";"No";33;"No";"Doctor";0;"Low";1;"Cat_6";"A"
"585";"Male";"No";25;"No";"Marketing";3;"Low";3;"Cat_5";"D"
"588";"Male";"Yes";77;"Yes";"Lawyer";1;"Low";1;"Cat_6";"C"
"589";"Male";"Yes";30;"Yes";"Healthcare";1;"Low";2;"Cat_6";"A"
"590";"Male";"No";23;"No";"Healthcare";6;"Low";5;"Cat_4";"D"
"591";"Female";"No";43;"Yes";"Artist";2;"Low";4;"Cat_6";"B"
"592";"Male";"No";39;"Yes";"Entertainment";5;"Low";1;"Cat_6";"A"
"593";"Male";"Yes";29;"No";"Executive";1;"High";2;"Cat_6";"D"
"595";"Female";"Yes";45;"No";"Engineer";2;"Low";2;"Cat_6";"D"
"596";"Male";"Yes";48;"No";"Executive";2;"High";2;"Cat_2";"D"
"597";"Male";"Yes";27;"No";"Entertainment";0;"Average";4;"Cat_6";"A"
"598";"Female";"Yes";60;"No";"Entertainment";9;"Low";4;"Cat_3";"B"
"599";"Male";"Yes";45;"Yes";"Entertainment";4;"Average";3;"Cat_2";"B"
"601";"Male";"No";33;"No";"Doctor";1;"Low";4;"Cat_4";"C"
"607";"Male";"Yes";51;"Yes";"Artist";8;"Low";5;"Cat_6";"A"
"608";"Male";"Yes";67;"No";"Executive";2;"High";1;"Cat_6";"C"
"609";"Male";"Yes";38;"Yes";"Artist";9;"Average";2;"Cat_6";"C"
"610";"Female";"No";40;"Yes";"Doctor";0;"Low";1;"Cat_6";"C"
"611";"Female";"Yes";45;"Yes";"Artist";5;"Average";2;"Cat_6";"B"
"612";"Male";"Yes";48;"Yes";"Artist";0;"Average";4;"Cat_6";"C"
"613";"Female";"Yes";69;"No";"Lawyer";0;"Average";2;"Cat_6";"C"
"614";"Male";"No";21;"No";"Healthcare";9;"Low";5;"Cat_6";"D"
"617";"Male";"Yes";72;"Yes";"Artist";0;"Low";3;"Cat_4";"C"
"619";"Female";"No";21;"No";"Marketing";1;"Low";5;"Cat_4";"D"
"620";"Female";"Yes";48;"Yes";"Artist";1;"Low";1;"Cat_4";"A"
"622";"Male";"No";28;"No";"Healthcare";1;"Low";5;"Cat_4";"D"
"623";"Male";"Yes";55;"Yes";"Entertainment";1;"Low";2;"Cat_6";"A"
"624";"Female";"No";56;"Yes";"Artist";0;"Low";2;"Cat_6";"C"
"625";"Male";"Yes";50;"Yes";"Doctor";1;"Low";2;"Cat_6";"C"
"626";"Male";"No";21;"No";"Healthcare";1;"Low";4;"Cat_6";"D"
"627";"Male";"No";18;"No";"Healthcare";0;"Low";6;"Cat_6";"D"
"628";"Male";"Yes";68;"Yes";"Lawyer";0;"High";2;"Cat_6";"B"
"629";"Male";"Yes";47;"Yes";"Artist";13;"Low";1;"Cat_6";"C"
"630";"Male";"Yes";75;"No";"Lawyer";1;"High";2;"Cat_6";"B"
"631";"Male";"Yes";50;"Yes";"Artist";3;"Average";4;"Cat_2";"C"
"632";"Male";"No";31;"Yes";"Healthcare";0;"Low";4;"Cat_6";"D"
"633";"Female";"No";30;"Yes";"Artist";0;"Low";3;"Cat_6";"A"
"634";"Female";"Yes";41;"Yes";"Artist";0;"Low";4;"Cat_6";"A"
"636";"Female";"Yes";35;"No";"Healthcare";2;"Low";1;"Cat_6";"A"
"637";"Male";"Yes";37;"Yes";"Healthcare";0;"Low";1;"Cat_6";"D"
"639";"Male";"Yes";50;"Yes";"Doctor";0;"Average";3;"Cat_6";"C"
"640";"Male";"Yes";36;"Yes";"Artist";0;"Average";2;"Cat_6";"C"
"641";"Female";"No";26;"No";"Marketing";3;"Low";3;"Cat_3";"A"
"643";"Male";"No";22;"No";"Healthcare";0;"Low";4;"Cat_4";"D"
"644";"Female";"No";19;"No";"Healthcare";0;"Low";3;"Cat_6";"D"
"645";"Female";"Yes";45;"Yes";"Artist";0;"Average";5;"Cat_6";"C"
"646";"Female";"No";31;"No";"Doctor";0;"Low";4;"Cat_6";"D"
"647";"Male";"Yes";56;"Yes";"Artist";0;"Average";3;"Cat_4";"C"
"649";"Female";"No";25;"Yes";"Healthcare";1;"Low";3;"Cat_6";"B"
"650";"Female";"Yes";73;"Yes";"Lawyer";1;"Low";1;"Cat_6";"B"
"651";"Male";"Yes";62;"Yes";"Doctor";1;"Average";4;"Cat_3";"C"
"652";"Male";"Yes";46;"No";"Entertainment";0;"Average";3;"Cat_6";"A"
"654";"Male";"Yes";25;"Yes";"Executive";1;"High";2;"Cat_6";"A"
"656";"Male";"No";27;"Yes";"Marketing";1;"Low";2;"Cat_3";"A"
"657";"Male";"Yes";87;"No";"Executive";1;"Low";2;"Cat_6";"A"
"658";"Female";"Yes";47;"Yes";"Artist";0;"Low";1;"Cat_1";"A"
"659";"Male";"Yes";57;"Yes";"Artist";1;"Average";4;"Cat_6";"C"
"660";"Male";"Yes";60;"Yes";"Artist";0;"Average";4;"Cat_3";"A"
"663";"Male";"No";28;"Yes";"Healthcare";2;"Low";3;"Cat_6";"D"
"664";"Male";"No";39;"Yes";"Doctor";4;"Low";3;"Cat_6";"C"
"665";"Female";"No";47;"Yes";"Marketing";9;"Low";1;"Cat_6";"D"
"668";"Male";"Yes";69;"Yes";"Artist";0;"Average";3;"Cat_6";"A"
"669";"Female";"No";42;"Yes";"Artist";0;"Low";1;"Cat_6";"D"
"670";"Female";"Yes";46;"Yes";"Engineer";1;"Low";1;"Cat_6";"D"
"671";"Female";"No";23;"No";"Marketing";3;"Low";3;"Cat_6";"C"
"672";"Male";"No";45;"Yes";"Artist";1;"Low";5;"Cat_6";"C"
"673";"Female";"Yes";38;"Yes";"Doctor";1;"Average";4;"Cat_6";"B"
"674";"Female";"Yes";71;"No";"Lawyer";1;"High";3;"Cat_6";"D"
"675";"Female";"No";26;"No";"Doctor";0;"Low";2;"Cat_6";"D"
"676";"Female";"Yes";60;"Yes";"Artist";8;"High";2;"Cat_6";"C"
"677";"Female";"Yes";46;"Yes";"Artist";1;"Average";2;"Cat_6";"C"
"678";"Male";"Yes";39;"Yes";"Entertainment";1;"Average";4;"Cat_3";"C"
"679";"Female";"No";18;"No";"Healthcare";1;"Low";3;"Cat_6";"D"
"680";"Male";"Yes";26;"Yes";"Doctor";1;"Average";2;"Cat_7";"A"
"681";"Male";"Yes";53;"Yes";"Artist";1;"High";2;"Cat_6";"D"
"682";"Male";"Yes";40;"Yes";"Entertainment";1;"Average";2;"Cat_3";"C"
"684";"Male";"Yes";26;"Yes";"Entertainment";0;"Average";3;"Cat_3";"A"
"685";"Female";"Yes";65;"Yes";"Artist";0;"Average";2;"Cat_6";"C"
"686";"Female";"No";37;"Yes";"Artist";12;"Low";2;"Cat_6";"A"
"687";"Male";"No";25;"No";"Healthcare";0;"Low";4;"Cat_3";"C"
"688";"Female";"No";21;"No";"Engineer";0;"Low";5;"Cat_2";"D"
"689";"Female";"No";25;"No";"Healthcare";0;"Low";4;"Cat_2";"D"
"690";"Male";"No";23;"No";"Healthcare";4;"Low";5;"Cat_6";"D"
"691";"Female";"No";30;"Yes";"Healthcare";1;"Low";6;"Cat_3";"D"
"692";"Female";"No";30;"No";"Doctor";0;"Low";4;"Cat_6";"D"
"693";"Male";"Yes";42;"No";"Entertainment";0;"Average";4;"Cat_4";"A"
"695";"Male";"Yes";49;"Yes";"Entertainment";1;"Average";5;"Cat_6";"C"
"696";"Male";"No";32;"No";"Healthcare";0;"Low";3;"Cat_2";"A"
"698";"Male";"Yes";26;"No";"Executive";9;"High";4;"Cat_6";"D"
"699";"Female";"No";67;"No";"Artist";1;"Low";2;"Cat_6";"B"
"700";"Male";"Yes";88;"No";"Executive";0;"Low";1;"Cat_6";"A"
"701";"Female";"No";40;"Yes";"Healthcare";8;"Low";4;"Cat_2";"D"
"703";"Male";"No";18;"No";"Healthcare";7;"Low";3;"Cat_1";"D"
"705";"Male";"Yes";61;"Yes";"Entertainment";7;"High";5;"Cat_6";"B"
"707";"Female";"Yes";25;"No";"Engineer";0;"Average";2;"Cat_4";"A"
"708";"Male";"No";35;"Yes";"Artist";6;"Low";3;"Cat_6";"B"
"709";"Male";"Yes";46;"No";"Executive";0;"High";2;"Cat_6";"C"
"710";"Female";"Yes";53;"No";"Homemaker";2;"High";3;"Cat_6";"B"
"711";"Male";"Yes";48;"Yes";"Entertainment";9;"Low";1;"Cat_6";"D"
"712";"Male";"Yes";75;"Yes";"Lawyer";1;"Low";2;"Cat_6";"D"
"713";"Male";"No";23;"No";"Healthcare";1;"Low";3;"Cat_4";"D"
"714";"Male";"No";29;"No";"Doctor";1;"Low";2;"Cat_6";"D"
"715";"Male";"Yes";46;"No";"Artist";0;"Low";2;"Cat_6";"B"
"716";"Female";"No";61;"Yes";"Marketing";1;"Low";1;"Cat_6";"D"
"717";"Female";"No";37;"No";"Artist";1;"Low";1;"Cat_6";"B"
"718";"Female";"No";23;"No";"Healthcare";6;"Low";5;"Cat_2";"D"
"720";"Female";"No";33;"No";"Healthcare";7;"Low";4;"Cat_5";"D"
"722";"Male";"No";41;"No";"Entertainment";0;"Low";2;"Cat_6";"D"
"724";"Male";"Yes";25;"Yes";"Entertainment";8;"Average";2;"Cat_6";"A"
"725";"Male";"No";33;"No";"Marketing";2;"Low";3;"Cat_6";"D"
"726";"Male";"Yes";43;"No";"Doctor";0;"Low";2;"Cat_6";"A"
"727";"Male";"Yes";25;"No";"Executive";1;"Low";2;"Cat_4";"D"
"728";"Female";"No";26;"No";"Engineer";0;"Low";1;"Cat_6";"A"
"729";"Male";"No";22;"No";"Healthcare";1;"Low";5;"Cat_6";"D"
"730";"Male";"Yes";28;"No";"Artist";0;"Average";2;"Cat_6";"D"
"731";"Female";"No";36;"Yes";"Entertainment";7;"Low";1;"Cat_6";"A"
"732";"Female";"No";28;"No";"Healthcare";1;"Low";3;"Cat_4";"C"
"733";"Male";"Yes";85;"Yes";"Artist";1;"High";4;"Cat_6";"A"
"735";"Male";"Yes";43;"Yes";"Healthcare";7;"High";2;"Cat_6";"A"
"736";"Male";"Yes";82;"No";"Executive";1;"High";2;"Cat_6";"B"
"738";"Female";"No";18;"No";"Healthcare";3;"Low";3;"Cat_2";"D"
"739";"Male";"Yes";53;"Yes";"Engineer";1;"Low";2;"Cat_3";"A"
"740";"Male";"Yes";50;"Yes";"Artist";0;"Average";4;"Cat_6";"B"
"741";"Female";"Yes";39;"No";"Engineer";9;"Average";6;"Cat_4";"D"
"742";"Female";"Yes";35;"No";"Engineer";2;"Average";6;"Cat_2";"B"
"744";"Female";"No";33;"Yes";"Engineer";1;"Low";3;"Cat_6";"A"
"745";"Female";"Yes";35;"Yes";"Healthcare";1;"Low";3;"Cat_6";"C"
"746";"Male";"Yes";48;"Yes";"Entertainment";0;"Average";4;"Cat_6";"B"
"747";"Female";"Yes";50;"Yes";"Artist";1;"High";3;"Cat_4";"C"
"748";"Male";"Yes";47;"No";"Entertainment";0;"Average";4;"Cat_6";"C"
"749";"Female";"No";50;"Yes";"Artist";4;"Low";1;"Cat_6";"C"
"751";"Female";"No";26;"No";"Healthcare";10;"Low";1;"Cat_6";"D"
"752";"Male";"No";21;"No";"Healthcare";0;"Low";4;"Cat_6";"D"
"753";"Male";"Yes";61;"Yes";"Entertainment";1;"Average";4;"Cat_6";"C"
"754";"Female";"Yes";88;"No";"Lawyer";0;"High";2;"Cat_6";"B"
"755";"Male";"No";72;"No";"Marketing";1;"Low";2;"Cat_6";"D"
"756";"Male";"Yes";61;"Yes";"Artist";1;"Low";2;"Cat_6";"B"
"758";"Female";"Yes";51;"No";"Engineer";1;"Average";5;"Cat_4";"B"
"759";"Male";"No";42;"Yes";"Artist";6;"Low";2;"Cat_3";"B"
"760";"Male";"Yes";59;"No";"Entertainment";8;"Average";3;"Cat_6";"C"
"761";"Female";"No";45;"Yes";"Healthcare";4;"Low";1;"Cat_6";"A"
"763";"Female";"Yes";85;"Yes";"Lawyer";0;"High";2;"Cat_6";"A"
"764";"Male";"Yes";46;"Yes";"Doctor";1;"Average";4;"Cat_6";"B"
"765";"Female";"Yes";32;"Yes";"Artist";0;"Average";2;"Cat_6";"B"
"766";"Female";"Yes";70;"Yes";"Engineer";0;"Low";1;"Cat_6";"C"
"768";"Female";"No";30;"No";"Marketing";1;"Low";4;"Cat_6";"B"
"769";"Female";"No";33;"Yes";"Engineer";1;"Low";2;"Cat_6";"A"
"771";"Female";"No";37;"Yes";"Engineer";0;"Low";1;"Cat_4";"D"
"772";"Male";"Yes";32;"Yes";"Entertainment";6;"Low";2;"Cat_2";"B"
"773";"Male";"Yes";52;"Yes";"Artist";0;"High";2;"Cat_6";"B"
"774";"Female";"Yes";42;"No";"Entertainment";0;"Average";3;"Cat_6";"B"
"775";"Male";"Yes";47;"Yes";"Artist";3;"Average";2;"Cat_6";"B"
"776";"Female";"Yes";52;"Yes";"Artist";9;"Low";2;"Cat_6";"C"
"777";"Male";"Yes";66;"Yes";"Entertainment";0;"Average";3;"Cat_6";"C"
"779";"Female";"Yes";47;"Yes";"Marketing";1;"Low";1;"Cat_6";"D"
"780";"Male";"Yes";52;"Yes";"Entertainment";1;"Average";3;"Cat_6";"B"
"781";"Male";"No";27;"No";"Healthcare";2;"Low";4;"Cat_3";"D"
"782";"Female";"Yes";56;"Yes";"Artist";0;"Average";5;"Cat_6";"B"
"783";"Female";"Yes";53;"No";"Engineer";7;"Average";6;"Cat_4";"A"
"784";"Female";"Yes";45;"Yes";"Artist";1;"Average";4;"Cat_4";"B"
"785";"Female";"No";37;"No";"Homemaker";1;"Low";1;"Cat_1";"D"
"786";"Female";"Yes";36;"No";"Artist";2;"Average";4;"Cat_3";"C"
"787";"Male";"No";25;"Yes";"Entertainment";2;"Low";3;"Cat_1";"D"
"788";"Female";"Yes";45;"Yes";"Artist";1;"Average";2;"Cat_6";"B"
"790";"Male";"No";35;"Yes";"Entertainment";1;"Low";3;"Cat_3";"A"
"791";"Female";"Yes";72;"Yes";"Lawyer";1;"High";2;"Cat_6";"B"
"792";"Female";"Yes";31;"No";"Artist";1;"Low";4;"Cat_6";"D"
"793";"Male";"Yes";47;"No";"Entertainment";4;"Average";3;"Cat_6";"B"
"794";"Male";"No";20;"No";"Healthcare";7;"Low";3;"Cat_6";"D"
"795";"Female";"Yes";73;"Yes";"Lawyer";1;"Low";2;"Cat_6";"B"
"797";"Male";"Yes";25;"No";"Entertainment";3;"Average";2;"Cat_3";"D"
"798";"Male";"Yes";52;"Yes";"Executive";0;"High";4;"Cat_6";"C"
"799";"Female";"No";27;"Yes";"Artist";1;"Low";6;"Cat_6";"C"
"800";"Male";"Yes";52;"Yes";"Executive";1;"Average";4;"Cat_2";"C"
"801";"Female";"Yes";49;"Yes";"Artist";0;"Low";1;"Cat_6";"C"
"803";"Male";"No";45;"Yes";"Marketing";0;"Low";1;"Cat_3";"D"
"804";"Male";"Yes";59;"Yes";"Artist";4;"Low";1;"Cat_4";"B"
"805";"Female";"No";18;"No";"Healthcare";8;"Low";5;"Cat_6";"D"
